topix_oh	2012-01-27 23:00	0	Cincinnati cop indicted on burglary & stalking charges - http:// bit.ly/yvlWBD #Cincinnati #Ohio	#Cincinnati #Ohio	163109122949136386	https://twitter.com/topix_oh/status/163109122949136386
topix_ky	2012-01-08 15:36	0	Church members pray after burglary - http:// bit.ly/xX9b5X #Latonia #Kentucky	#Latonia #Kentucky	156112093660188673	https://twitter.com/topix_ky/status/156112093660188673
45232	2011-12-31 19:31	0	Police arrest 2 in Toys for Tots burglary http:// bit.ly/tFOs8g via http:// outside.in/45232		153272023274102785	https://twitter.com/45232/status/153272023274102785
45217	2011-12-31 19:31	0	Police arrest 2 in Toys for Tots burglary http:// bit.ly/ryLbLk via http:// outside.in/45217		153272021877399552	https://twitter.com/45217/status/153272021877399552
