TweetID	Place27587	{u'full_name': u'Norwood, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e18891c1461c61a9.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.4738311, 39.1446961], [-84.433618, 39.1446961], [-84.433618, 39.178205], [-84.4738311, 39.178205]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e18891c1461c61a9', u'name': u'Norwood'}	
27637	{u'full_name': u'Cincinnati, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e444ecd51bd16ff3', u'name': u'Cincinnati'}	
27638	{u'full_name': u'Norwood, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e18891c1461c61a9.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.4738311, 39.1446961], [-84.433618, 39.1446961], [-84.433618, 39.178205], [-84.4738311, 39.178205]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e18891c1461c61a9', u'name': u'Norwood'}	
27639	{u'full_name': u'Cincinnati, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e444ecd51bd16ff3', u'name': u'Cincinnati'}	
27640	{u'full_name': u'Cincinnati, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e444ecd51bd16ff3', u'name': u'Cincinnati'}	
27641	{u'full_name': u'Cincinnati, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e444ecd51bd16ff3', u'name': u'Cincinnati'}	
27642	{u'full_name': u'Norwood, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e18891c1461c61a9.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.4738311, 39.1446961], [-84.433618, 39.1446961], [-84.433618, 39.178205], [-84.4738311, 39.178205]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e18891c1461c61a9', u'name': u'Norwood'}	
27643	{u'full_name': u'Norwood, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e18891c1461c61a9.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.4738311, 39.1446961], [-84.433618, 39.1446961], [-84.433618, 39.178205], [-84.4738311, 39.178205]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e18891c1461c61a9', u'name': u'Norwood'}	
27644	{u'full_name': u'Cincinnati, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e444ecd51bd16ff3', u'name': u'Cincinnati'}	
27645	{u'full_name': u'Cincinnati, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e444ecd51bd16ff3', u'name': u'Cincinnati'}	
27646	{u'full_name': u'Bridgetown North, OH', u'url': u'https://api.twitter.com/1.1/geo/id/582efdc20184082f.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.6524874, 39.132793], [-84.619236, 39.132793], [-84.619236, 39.181313], [-84.6524874, 39.181313]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'582efdc20184082f', u'name': u'Bridgetown North'}	
27647	{u'full_name': u'Cheviot, OH', u'url': u'https://api.twitter.com/1.1/geo/id/c5fa66be451d6b3f.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.626222, 39.148265], [-84.602684, 39.148265], [-84.602684, 39.168738], [-84.626222, 39.168738]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'c5fa66be451d6b3f', u'name': u'Cheviot'}	
27648	{u'full_name': u'Bridgetown North, OH', u'url': u'https://api.twitter.com/1.1/geo/id/582efdc20184082f.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.6524874, 39.132793], [-84.619236, 39.132793], [-84.619236, 39.181313], [-84.6524874, 39.181313]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'582efdc20184082f', u'name': u'Bridgetown North'}	
27649	{u'full_name': u'Cincinnati, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e444ecd51bd16ff3', u'name': u'Cincinnati'}	
27650	{u'full_name': u'Bridgetown North, OH', u'url': u'https://api.twitter.com/1.1/geo/id/582efdc20184082f.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.6524874, 39.132793], [-84.619236, 39.132793], [-84.619236, 39.181313], [-84.6524874, 39.181313]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'582efdc20184082f', u'name': u'Bridgetown North'}	
27651	{u'full_name': u'Cincinnati, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e444ecd51bd16ff3', u'name': u'Cincinnati'}	
27652	{u'full_name': u'Bridgetown North, OH', u'url': u'https://api.twitter.com/1.1/geo/id/582efdc20184082f.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.6524874, 39.132793], [-84.619236, 39.132793], [-84.619236, 39.181313], [-84.6524874, 39.181313]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'582efdc20184082f', u'name': u'Bridgetown North'}	
27653	{u'full_name': u'Monfort Heights South, OH', u'url': u'https://api.twitter.com/1.1/geo/id/58b905d1235ba0e1.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.640869, 39.162412], [-84.583068, 39.162412], [-84.583068, 39.187277], [-84.640869, 39.187277]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'58b905d1235ba0e1', u'name': u'Monfort Heights South'}	
27654	{u'full_name': u'Cincinnati, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e444ecd51bd16ff3', u'name': u'Cincinnati'}	
27655	{u'full_name': u'Bridgetown North, OH', u'url': u'https://api.twitter.com/1.1/geo/id/582efdc20184082f.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.6524874, 39.132793], [-84.619236, 39.132793], [-84.619236, 39.181313], [-84.6524874, 39.181313]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'582efdc20184082f', u'name': u'Bridgetown North'}	
27656	{u'full_name': u'Cheviot, OH', u'url': u'https://api.twitter.com/1.1/geo/id/c5fa66be451d6b3f.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.626222, 39.148265], [-84.602684, 39.148265], [-84.602684, 39.168738], [-84.626222, 39.168738]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'c5fa66be451d6b3f', u'name': u'Cheviot'}	
27657	{u'full_name': u'Cheviot, OH', u'url': u'https://api.twitter.com/1.1/geo/id/c5fa66be451d6b3f.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.626222, 39.148265], [-84.602684, 39.148265], [-84.602684, 39.168738], [-84.626222, 39.168738]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'c5fa66be451d6b3f', u'name': u'Cheviot'}	
27658	{u'full_name': u'Kenwood, OH', u'url': u'https://api.twitter.com/1.1/geo/id/6817a2a94b64df3f.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.394955, 39.191528], [-84.3567011, 39.191528], [-84.3567011, 39.22516], [-84.394955, 39.22516]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'6817a2a94b64df3f', u'name': u'Kenwood'}	
27659	{u'full_name': u'Ohio, USA', u'url': u'https://api.twitter.com/1.1/geo/id/de599025180e2ee7.json', u'country': u'Estados Unidos', u'place_type': u'admin', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.8203089, 38.403186], [-80.518626, 38.403186], [-80.518626, 42.327133], [-84.8203089, 42.327133]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'de599025180e2ee7', u'name': u'Ohio'}	
27660	{u'full_name': u'Silverton, OH', u'url': u'https://api.twitter.com/1.1/geo/id/327a2a27eafadafc.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.41183, 39.1730632], [-84.389845, 39.1730632], [-84.389845, 39.201645], [-84.41183, 39.201645]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'327a2a27eafadafc', u'name': u'Silverton'}	
27661	{u'full_name': u'Cincinnati, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e444ecd51bd16ff3', u'name': u'Cincinnati'}	
27662	{u'full_name': u'Kenwood, OH', u'url': u'https://api.twitter.com/1.1/geo/id/6817a2a94b64df3f.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.394955, 39.191528], [-84.3567011, 39.191528], [-84.3567011, 39.22516], [-84.394955, 39.22516]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'6817a2a94b64df3f', u'name': u'Kenwood'}	
27663	{u'full_name': u'Madeira, OH', u'url': u'https://api.twitter.com/1.1/geo/id/15cd8f53f0563d5a.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.397199, 39.162538], [-84.344746, 39.162538], [-84.344746, 39.205986], [-84.397199, 39.205986]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'15cd8f53f0563d5a', u'name': u'Madeira'}	
27664	{u'full_name': u'Symmes, OH', u'url': u'https://api.twitter.com/1.1/geo/id/343e6100c7a9f6f2.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.336929, 39.186487], [-84.256391, 39.186487], [-84.256391, 39.293308], [-84.336929, 39.293308]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'343e6100c7a9f6f2', u'name': u'Symmes'}	
27665	{u'full_name': u'North College Hill, OH', u'url': u'https://api.twitter.com/1.1/geo/id/a31375e1816c9a79.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.573956, 39.209136], [-84.531496, 39.209136], [-84.531496, 39.226301], [-84.573956, 39.226301]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'a31375e1816c9a79', u'name': u'North College Hill'}	
27666	{u'full_name': u'North College Hill, OH', u'url': u'https://api.twitter.com/1.1/geo/id/a31375e1816c9a79.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.573956, 39.209136], [-84.531496, 39.209136], [-84.531496, 39.226301], [-84.573956, 39.226301]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'a31375e1816c9a79', u'name': u'North College Hill'}	
27667	{u'full_name': u'White Oak, OH', u'url': u'https://api.twitter.com/1.1/geo/id/f23ba07ebf2e9c82.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.637123, 39.2044085], [-84.569018, 39.2044085], [-84.569018, 39.232544], [-84.637123, 39.232544]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'f23ba07ebf2e9c82', u'name': u'White Oak'}	
27668	{u'full_name': u'Colerain, OH', u'url': u'https://api.twitter.com/1.1/geo/id/7bd07c2b35428bd5.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.717285, 39.204358], [-84.562345, 39.204358], [-84.562345, 39.312056], [-84.717285, 39.312056]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'7bd07c2b35428bd5', u'name': u'Colerain'}	
27669	{u'full_name': u'White Oak, OH', u'url': u'https://api.twitter.com/1.1/geo/id/f23ba07ebf2e9c82.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.637123, 39.2044085], [-84.569018, 39.2044085], [-84.569018, 39.232544], [-84.637123, 39.232544]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'f23ba07ebf2e9c82', u'name': u'White Oak'}	
27670	{u'full_name': u'North College Hill, OH', u'url': u'https://api.twitter.com/1.1/geo/id/a31375e1816c9a79.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.573956, 39.209136], [-84.531496, 39.209136], [-84.531496, 39.226301], [-84.573956, 39.226301]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'a31375e1816c9a79', u'name': u'North College Hill'}	
27671	{u'full_name': u'Groesbeck, OH', u'url': u'https://api.twitter.com/1.1/geo/id/64b9dd065423db97.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.628284, 39.219281], [-84.571889, 39.219281], [-84.571889, 39.239799], [-84.628284, 39.239799]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'64b9dd065423db97', u'name': u'Groesbeck'}	
27672	{u'full_name': u'North College Hill, OH', u'url': u'https://api.twitter.com/1.1/geo/id/a31375e1816c9a79.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.573956, 39.209136], [-84.531496, 39.209136], [-84.531496, 39.226301], [-84.573956, 39.226301]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'a31375e1816c9a79', u'name': u'North College Hill'}	
27673	{u'full_name': u'White Oak, OH', u'url': u'https://api.twitter.com/1.1/geo/id/f23ba07ebf2e9c82.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.637123, 39.2044085], [-84.569018, 39.2044085], [-84.569018, 39.232544], [-84.637123, 39.232544]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'f23ba07ebf2e9c82', u'name': u'White Oak'}	
27674	{u'full_name': u'White Oak, OH', u'url': u'https://api.twitter.com/1.1/geo/id/f23ba07ebf2e9c82.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.637123, 39.2044085], [-84.569018, 39.2044085], [-84.569018, 39.232544], [-84.637123, 39.232544]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'f23ba07ebf2e9c82', u'name': u'White Oak'}	
27675	{u'full_name': u'Cincinnati, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e444ecd51bd16ff3', u'name': u'Cincinnati'}	
27676	{u'full_name': u'Cincinnati, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e444ecd51bd16ff3', u'name': u'Cincinnati'}	
27677	{u'full_name': u'Cincinnati, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e444ecd51bd16ff3', u'name': u'Cincinnati'}	
27678	{u'full_name': u'Cincinnati, OH', u'url': u'https://api.twitter.com/1.1/geo/id/e444ecd51bd16ff3.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.710722, 39.052962], [-84.3689026, 39.052962], [-84.3689026, 39.2211137], [-84.710722, 39.2211137]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'e444ecd51bd16ff3', u'name': u'Cincinnati'}	
27679	{u'full_name': u'Dent, OH', u'url': u'https://api.twitter.com/1.1/geo/id/09b7ce55ea5461a0.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.6857539, 39.163006], [-84.63073, 39.163006], [-84.63073, 39.211157], [-84.6857539, 39.211157]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'09b7ce55ea5461a0', u'name': u'Dent'}	
27680	{u'full_name': u'White Oak, OH', u'url': u'https://api.twitter.com/1.1/geo/id/f23ba07ebf2e9c82.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.637123, 39.2044085], [-84.569018, 39.2044085], [-84.569018, 39.232544], [-84.637123, 39.232544]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'f23ba07ebf2e9c82', u'name': u'White Oak'}	
27681	{u'full_name': u'Reading, OH', u'url': u'https://api.twitter.com/1.1/geo/id/1f70979508a8aceb.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.454726, 39.204223], [-84.407099, 39.204223], [-84.407099, 39.241837], [-84.454726, 39.241837]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'1f70979508a8aceb', u'name': u'Reading'}	
27682	{u'full_name': u'Ohio, USA', u'url': u'https://api.twitter.com/1.1/geo/id/de599025180e2ee7.json', u'country': u'Estados Unidos', u'place_type': u'admin', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.8203089, 38.403186], [-80.518626, 38.403186], [-80.518626, 42.327133], [-84.8203089, 42.327133]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'de599025180e2ee7', u'name': u'Ohio'}	
27683	{u'full_name': u'Ohio, USA', u'url': u'https://api.twitter.com/1.1/geo/id/de599025180e2ee7.json', u'country': u'Estados Unidos', u'place_type': u'admin', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.8203089, 38.403186], [-80.518626, 38.403186], [-80.518626, 42.327133], [-84.8203089, 42.327133]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'de599025180e2ee7', u'name': u'Ohio'}	
27684	{u'full_name': u'Finneytown, OH', u'url': u'https://api.twitter.com/1.1/geo/id/b05fe73a135dedcc.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.536174, 39.199213], [-84.489746, 39.199213], [-84.489746, 39.2343861], [-84.536174, 39.2343861]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'b05fe73a135dedcc', u'name': u'Finneytown'}	
27685	{u'full_name': u'Finneytown, OH', u'url': u'https://api.twitter.com/1.1/geo/id/b05fe73a135dedcc.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.536174, 39.199213], [-84.489746, 39.199213], [-84.489746, 39.2343861], [-84.536174, 39.2343861]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'b05fe73a135dedcc', u'name': u'Finneytown'}	
27686	{u'full_name': u'Wyoming, OH', u'url': u'https://api.twitter.com/1.1/geo/id/38eac672dfddf28e.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.5041, 39.2157817], [-84.464178, 39.2157817], [-84.464178, 39.245078], [-84.5041, 39.245078]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'38eac672dfddf28e', u'name': u'Wyoming'}	
27687	{u'full_name': u'Reading, OH', u'url': u'https://api.twitter.com/1.1/geo/id/1f70979508a8aceb.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.454726, 39.204223], [-84.407099, 39.204223], [-84.407099, 39.241837], [-84.454726, 39.241837]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'1f70979508a8aceb', u'name': u'Reading'}	
27688	{u'full_name': u'Northbrook, OH', u'url': u'https://api.twitter.com/1.1/geo/id/aea5847916031795.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.5968058, 39.233783], [-84.5663923, 39.233783], [-84.5663923, 39.2579562], [-84.5968058, 39.2579562]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'aea5847916031795', u'name': u'Northbrook'}	
27689	{u'full_name': u'Ohio, USA', u'url': u'https://api.twitter.com/1.1/geo/id/de599025180e2ee7.json', u'country': u'Estados Unidos', u'place_type': u'admin', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.8203089, 38.403186], [-80.518626, 38.403186], [-80.518626, 42.327133], [-84.8203089, 42.327133]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'de599025180e2ee7', u'name': u'Ohio'}	
27690	{u'full_name': u'Northbrook, OH', u'url': u'https://api.twitter.com/1.1/geo/id/aea5847916031795.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.5968058, 39.233783], [-84.5663923, 39.233783], [-84.5663923, 39.2579562], [-84.5968058, 39.2579562]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'aea5847916031795', u'name': u'Northbrook'}	
27691	{u'full_name': u'Forest Park, OH', u'url': u'https://api.twitter.com/1.1/geo/id/d3543d03c789f2f0.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.564501, 39.266577], [-84.4863046, 39.266577], [-84.4863046, 39.30478], [-84.564501, 39.30478]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'd3543d03c789f2f0', u'name': u'Forest Park'}	
27692	{u'full_name': u'Forest Park, OH', u'url': u'https://api.twitter.com/1.1/geo/id/d3543d03c789f2f0.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.564501, 39.266577], [-84.4863046, 39.266577], [-84.4863046, 39.30478], [-84.564501, 39.30478]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'd3543d03c789f2f0', u'name': u'Forest Park'}	
27693	{u'full_name': u'Springdale, OH', u'url': u'https://api.twitter.com/1.1/geo/id/2eb3732437b18323.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.5130215, 39.269985], [-84.447348, 39.269985], [-84.447348, 39.3058174], [-84.5130215, 39.3058174]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'2eb3732437b18323', u'name': u'Springdale'}	
27694	{u'full_name': u'Mount Healthy Heights, OH', u'url': u'https://api.twitter.com/1.1/geo/id/7de09bdd995e495b.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.574432, 39.2578151], [-84.564011, 39.2578151], [-84.564011, 39.285236], [-84.574432, 39.285236]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'7de09bdd995e495b', u'name': u'Mount Healthy Heights'}	
27695	{u'full_name': u'Northgate, OH', u'url': u'https://api.twitter.com/1.1/geo/id/6aae403cf6e05bac.json', u'country': u'Estados Unidos', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-84.621713, 39.2348979], [-84.5731457, 39.2348979], [-84.5731457, 39.2792124], [-84.621713, 39.2792124]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'6aae403cf6e05bac', u'name': u'Northgate'}	
